"	https://analytics.amplitude.com/ezhulkov11/chart/new/rawxoln"
"	Uniques"
"	Session start","	gp:source is ""fashion"""

"	Segment","	2016-06-19","	2016-06-20","	2016-06-21","	2016-06-22","	2016-06-23","	2016-06-24","	2016-06-25","	2016-06-26","	2016-06-27","	2016-06-28","	2016-06-29","	2016-06-30","	2016-07-01","	2016-07-02","	2016-07-03","	2016-07-04","	2016-07-05","	2016-07-06","	2016-07-07","	2016-07-08","	2016-07-09","	2016-07-10","	2016-07-11","	2016-07-12","	2016-07-13","	2016-07-14","	2016-07-15","	2016-07-16","	2016-07-17","	2016-07-18","	2016-07-19","	2016-07-20","	2016-07-21","	2016-07-22","	2016-07-23","	2016-07-24","	2016-07-25","	2016-07-26","	2016-07-27","	2016-07-28","	2016-07-29","	2016-07-30","	2016-07-31","	2016-08-01","	2016-08-02","	2016-08-03","	2016-08-04","	2016-08-05","	2016-08-06","	2016-08-07","	2016-08-08","	2016-08-09","	2016-08-10","	2016-08-11","	2016-08-12","	2016-08-13","	2016-08-14","	2016-08-15","	2016-08-16","	2016-08-17","	2016-08-18","	2016-08-19","	2016-08-20","	2016-08-21","	2016-08-22","	2016-08-23","	2016-08-24","	2016-08-25","	2016-08-26","	2016-08-27","	2016-08-28","	2016-08-29","	2016-08-30","	2016-08-31","	2016-09-01","	2016-09-02","	2016-09-03","	2016-09-04","	2016-09-05","	2016-09-06","	2016-09-07","	2016-09-08","	2016-09-09","	2016-09-10","	2016-09-11","	2016-09-12","	2016-09-13","	2016-09-14","	2016-09-15","	2016-09-16","	2016-09-17"
"	199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3006","1502","684","421","425","424","390","409","397","393","410","359","320","344","304","299","314","295","294","247","279","245","237","240","247","246","235","248","246","233","242","245","263","230","249","258","225","243","237","216","246","238","232","204","236","227","220","206","205","236","227","240","218","213","234","219","217","235","227","216","212","237","232"
